product,category,avg_price,nb_concurrents,nb_occurrences,cat_total_products,cat_avg_price,cat_nb_concurrents,feat_cat_popularity,feat_price_distance,feat_occurrence_score,feat_concurrent_coverage,predicted_category,confidence_score,correct_prediction,feat_price_attractiveness,cat_score,product_score,niveau_recommandation
q-handmade decorated carpet,rugs & kilim,305.76,1,1,130,236.3099076923077,1,0.26639344262295084,0.2938941184989465,1.0,1.0,rugs & kilim,0.98,True,0.7728607663508861,0.6806343001261034,0.7616916251848994,Priorite haute
q-floral handmade tunisian kairouan carpet,rugs & kilim,305.76,1,1,130,236.3099076923077,1,0.26639344262295084,0.2938941184989465,1.0,1.0,rugs & kilim,0.98,True,0.7728607663508861,0.6806343001261034,0.7616916251848994,Priorite haute
q-handcrafted olive wood serving tray rustic elegance,olive wood,21.84,1,1,152,40.29213157894736,1,0.3114754098360656,0.45795867326686507,1.0,1.0,olive wood,0.955,True,0.685890497677337,0.7100095718291631,0.7616360461007794,Priorite haute
q-blue amazigh berber pattern white base rug,rugs & kilim,156.0,1,1,130,236.3099076923077,1,0.26639344262295084,0.33984993746866915,1.0,1.0,rugs & kilim,0.99,True,0.746352238437436,0.6806343001261034,0.7615407723935543,Priorite haute
q-brown amazigh berber pattern grey base rug,rugs & kilim,156.0,1,1,130,236.3099076923077,1,0.26639344262295084,0.33984993746866915,1.0,1.0,rugs & kilim,0.99,True,0.746352238437436,0.6806343001261034,0.7615407723935543,Priorite haute
q-olive wood rectangle board with handle,olive wood,37.44,1,1,152,40.29213157894736,1,0.3114754098360656,0.0707863147565836,1.0,1.0,olive wood,0.855,True,0.9338931458302442,0.7100095718291631,0.7614363109160702,Priorite haute
q-handmade olive wood spoon t33,olive wood,12.48,1,1,152,40.29213157894736,1,0.3114754098360656,0.6902620883730339,1.0,1.0,olive wood,0.99,True,0.5916242261355767,0.7100095718291631,0.7609594189466033,Priorite haute
q-olive wood basic spatula,olive wood,9.36,1,1,152,40.29213157894736,1,0.3114754098360656,0.7676965600750902,1.0,1.0,olive wood,1.0,True,0.5657079515714625,0.7100095718291631,0.760867791490192,Priorite haute
q-olive wood slotted stirring server spatula,olive wood,9.36,1,1,152,40.29213157894736,1,0.3114754098360656,0.7676965600750902,1.0,1.0,olive wood,1.0,True,0.5657079515714625,0.7100095718291631,0.760867791490192,Priorite haute
q-handcrafted olive wood honey dipper stick,olive wood,9.36,1,1,152,40.29213157894736,1,0.3114754098360656,0.7676965600750902,1.0,1.0,olive wood,1.0,True,0.5657079515714625,0.7100095718291631,0.760867791490192,Priorite haute
q-olive wood comb,olive wood,9.36,1,1,152,40.29213157894736,1,0.3114754098360656,0.7676965600750902,1.0,1.0,olive wood,1.0,True,0.5657079515714625,0.7100095718291631,0.760867791490192,Priorite haute
q-olive wood medium crepe spreader stick,olive wood,9.36,1,1,152,40.29213157894736,1,0.3114754098360656,0.7676965600750902,1.0,1.0,olive wood,1.0,True,0.5657079515714625,0.7100095718291631,0.760867791490192,Priorite haute
q-rug ivory etandart handmade,rugs & kilim,176.904,1,1,130,236.3099076923077,1,0.26639344262295084,0.25138982965652285,1.0,1.0,rugs & kilim,0.965,True,0.7991114969141763,0.6806343001261034,0.7605666982412285,Priorite haute
q-amazigh berber handmade rug,rugs & kilim,305.76,1,1,130,236.3099076923077,1,0.26639344262295084,0.2938941184989465,1.0,1.0,rugs & kilim,0.975,True,0.7728607663508861,0.6806343001261034,0.7604416251848994,Priorite haute
q-olive wood small spoon,olive wood,15.6,1,1,152,40.29213157894736,1,0.3114754098360656,0.6128276166709776,1.0,1.0,olive wood,0.975,True,0.6200290655141996,0.7100095718291631,0.7600499028844656,Priorite haute
q-handcrafted olive wood cooking spoon,olive wood,15.6,1,1,152,40.29213157894736,1,0.3114754098360656,0.6128276166709776,1.0,1.0,olive wood,0.975,True,0.6200290655141996,0.7100095718291631,0.7600499028844656,Priorite haute
q-olive wood small citrus reamer / juicer,olive wood,14.04,1,1,152,40.29213157894736,1,0.3114754098360656,0.6515448525220058,1.0,1.0,olive wood,0.98,True,0.6054936978992375,0.7100095718291631,0.7598463661229695,Priorite haute
q-high pile white & grey diamond rug,rugs & kilim,159.12,1,1,130,236.3099076923077,1,0.26639344262295084,0.32664693630267716,1.0,1.0,rugs & kilim,0.98,True,0.7537800545388272,0.6806343001261034,0.7597835540036936,Priorite haute
q-handmade olive wood spoon t26,olive wood,10.92,1,1,152,40.29213157894736,1,0.3114754098360656,0.7289793242240621,1.0,1.0,olive wood,0.99,True,0.5783759157726098,0.7100095718291631,0.7596345879103067,Priorite haute
q-handmade olive wood spoon t25,olive wood,9.36,1,1,152,40.29213157894736,1,0.3114754098360656,0.7676965600750902,1.0,1.0,olive wood,0.995,True,0.5657079515714625,0.7100095718291631,0.7596177914901919,Priorite haute
q-handmade tunisian dinnerware set traditional craftsmanship,handcrafted ceramics,156.0,1,1,262,31.49497709923664,1,0.5368852459016393,3.9531706454427114,1.0,1.0,handcrafted ceramics,0.89,True,0.2018908839573446,0.7973638311850832,0.759538903813079,Priorite haute
q-handmade tunsian fiber and leather small pouch,accessories,37.44,1,1,154,101.48167532467532,1,0.3155737704918033,0.6310663919246233,1.0,1.0,accessories,1.0,True,0.6130958279509526,0.6752717159889291,0.7594786800912418,Priorite haute
q-olive wood salad spoons,olive wood,18.72,1,1,152,40.29213157894736,1,0.3114754098360656,0.5353931449689213,1.0,1.0,olive wood,0.96,True,0.6512989870227938,0.7100095718291631,0.7594268950353251,Priorite haute
q-traditional handmade floral framed carpet,rugs & kilim,305.76,1,1,130,236.3099076923077,1,0.26639344262295084,0.2938941184989465,1.0,1.0,rugs & kilim,0.97,True,0.7728607663508861,0.6806343001261034,0.7591916251848994,Priorite haute
q-green handmade rug – tunisian artisan carpet,rugs & kilim,249.6,1,1,130,236.3099076923077,1,0.26639344262295084,0.05624009751109062,1.0,1.0,rugs & kilim,0.9,True,0.9467544380831461,0.6806343001261034,0.7590809923581254,Priorite haute
q-handmade tunisian dinnerware set traditional serdine design,handcrafted ceramics,374.4,1,1,262,31.49497709923664,1,0.5368852459016393,10.887609504610975,1.0,1.0,handcrafted ceramics,0.935,True,0.08412120196344935,0.7973638311850832,0.7590119356136895,Priorite haute
q-handcrafted slotted olive wood spoon,olive wood,15.6,1,1,152,40.29213157894736,1,0.3114754098360656,0.6128276166709776,1.0,1.0,olive wood,0.97,True,0.6200290655141996,0.7100095718291631,0.7587999028844656,Priorite haute
q-large olive wood serving dish – handmade in tunisia,olive wood,49.92,1,1,152,40.29213157894736,1,0.3114754098360656,0.2389515720516417,1.0,1.0,olive wood,0.895,True,0.807134049916132,0.7100095718291631,0.7587604013246589,Priorite haute
q-tunisian handicrafts kilim berber style with line red,rugs & kilim,218.4,1,1,130,236.3099076923077,1,0.26639344262295084,0.07578991414882927,1.0,1.0,rugs & kilim,0.905,True,0.9295495215636088,0.6806343001261034,0.7586105007061716,Priorite haute
q-handcrafted olive wood chopsticks,olive wood,7.8,1,1,152,40.29213157894736,1,0.3114754098360656,0.8064137959261185,1.0,1.0,olive wood,0.995,True,0.553583017498666,0.7100095718291631,0.7584052980829122,Priorite haute
q-fiber and leather handmade pouch with red color,accessories,37.44,1,1,154,101.48167532467532,1,0.3155737704918033,0.6310663919246233,1.0,1.0,accessories,0.995,True,0.6130958279509526,0.6752717159889291,0.7582286800912417,Priorite haute
q-handmade small olive wood spoon,olive wood,18.72,1,1,152,40.29213157894736,1,0.3114754098360656,0.5353931449689213,1.0,1.0,olive wood,0.955,True,0.6512989870227938,0.7100095718291631,0.758176895035325,Priorite haute
q-tajine – lara,handcrafted ceramics,76.44,1,1,262,31.49497709923664,1,0.5368852459016393,1.4270536324599863,1.0,1.0,handcrafted ceramics,0.8,True,0.4120222094088753,0.7973638311850832,0.758052036358232,Priorite haute
a-crème visage,cosmetiques et soins,46.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.84252030495467,1.0,1.0,cosmetiques et soins,0.9,True,0.5427348601320311,0.748326254990232,0.7580370976669872,Priorite haute
q-olive wood rustic irregular board,olive wood,24.96,1,1,152,40.29213157894736,1,0.3114754098360656,0.3805242015648087,1.0,1.0,olive wood,0.925,True,0.7243625275576562,0.7100095718291631,0.7579832490888113,Priorite haute
q-berber geometric kilim rug,rugs & kilim,243.36,1,1,130,236.3099076923077,1,0.26639344262295084,0.029834095179106714,1.0,1.0,rugs & kilim,0.885,True,0.9710301928060383,0.6806343001261034,0.7577585678304146,Priorite haute
a-crème hydratante,cosmetiques et soins,80.0,1,1,193,24.965803108808288,1,0.39549180327868855,2.2043831094458866,1.0,1.0,cosmetiques et soins,0.99,True,0.31207254745919677,0.748326254990232,0.7574708663997037,Priorite haute
q-olive wood smooth cutting board large rounded,olive wood,56.16,1,1,152,40.29213157894736,1,0.3114754098360656,0.39382051545575414,1.0,1.0,olive wood,0.925,True,0.7174524904112335,0.7100095718291631,0.7572922453741691,Priorite haute
q-handmade tunsian fiber and leather pouch with brown color,accessories,31.2,1,1,154,101.48167532467532,1,0.3155737704918033,0.6925553249615202,1.0,1.0,accessories,1.0,True,0.5908226367860293,0.6752717159889291,0.7572513609747494,Priorite haute
q-olive wood clamp – tunisian craftsmanship,olive wood,9.36,1,1,152,40.29213157894736,1,0.3114754098360656,0.7676965600750902,1.0,1.0,olive wood,0.985,True,0.5657079515714625,0.7100095718291631,0.757117791490192,Priorite haute
q-olive wood candle holders 6/5 cm,olive wood,9.36,1,1,152,40.29213157894736,1,0.3114754098360656,0.7676965600750902,1.0,1.0,olive wood,0.985,True,0.5657079515714625,0.7100095718291631,0.757117791490192,Priorite haute
a-kit soins cheveux,cosmetiques et soins,75.0,1,1,193,24.965803108808288,1,0.39549180327868855,2.0041091676089433,1.0,1.0,cosmetiques et soins,0.98,True,0.3328773836790787,0.748326254990232,0.757051350021692,Priorite haute
q-olive wood medium serving ladle,olive wood,18.72,1,1,152,40.29213157894736,1,0.3114754098360656,0.5353931449689213,1.0,1.0,olive wood,0.95,True,0.6512989870227938,0.7100095718291631,0.7569268950353251,Priorite haute
q-handmade tunsian fiber and leather pouch with brown hand,accessories,46.8,1,1,154,101.48167532467532,1,0.3155737704918033,0.5388329923692781,1.0,1.0,accessories,0.975,True,0.6498430986070431,0.6752717159889291,0.7569034071568508,Priorite haute
q-rug white sky blue diamond 90x180 cm etandart handmade,rugs & kilim,176.904,1,1,130,236.3099076923077,1,0.26639344262295084,0.25138982965652285,1.0,1.0,rugs & kilim,0.95,True,0.7991114969141763,0.6806343001261034,0.7568166982412284,Priorite haute
a-kit peaux acnéiques,cosmetiques et soins,82.0,1,1,193,24.965803108808288,1,0.39549180327868855,2.284492686180664,1.0,1.0,cosmetiques et soins,0.99,True,0.30446102200423497,0.748326254990232,0.7567097138542076,Priorite haute
q-handmade white kilim with black rhombuses,rugs & kilim,305.76,1,1,130,236.3099076923077,1,0.26639344262295084,0.2938941184989465,1.0,1.0,rugs & kilim,0.96,True,0.7728607663508861,0.6806343001261034,0.7566916251848994,Priorite haute
q-multicolor amazigh berber pattern white base rug,rugs & kilim,327.6,1,1,130,236.3099076923077,1,0.26639344262295084,0.3863151266608906,1.0,1.0,rugs & kilim,0.98,True,0.7213367154181043,0.6806343001261034,0.7565392200916212,Priorite haute
q-large tunisian handmade couffin with blanket,accessories,118.56,1,1,154,101.48167532467532,1,0.3155737704918033,0.1682897375550356,1.0,1.0,accessories,0.89,True,0.8559520535486105,0.6752717159889291,0.7562643026510075,Priorite haute
a-soin lifting,cosmetiques et soins,80.0,1,1,193,24.965803108808288,1,0.39549180327868855,2.2043831094458866,1.0,1.0,cosmetiques et soins,0.985,True,0.31207254745919677,0.748326254990232,0.7562208663997038,Priorite haute
q-small traditional palm fiber bag with red design,accessories,56.16,1,1,154,101.48167532467532,1,0.3155737704918033,0.44659959281393286,1.0,1.0,accessories,0.955,True,0.6912762902516756,0.6752717159889291,0.756046726321314,Priorite haute
q-multicolor floral medaillon white base rug,rugs & kilim,343.2,1,1,130,236.3099076923077,1,0.26639344262295084,0.4523301324908504,1.0,1.0,rugs & kilim,0.99,True,0.6885486829946358,0.6806343001261034,0.7557604168492744,Priorite haute
q-tunisian handmade table & chair with vegetal fiber,accessories,37.44,1,1,154,101.48167532467532,1,0.3155737704918033,0.6310663919246233,1.0,1.0,accessories,0.985,True,0.6130958279509526,0.6752717159889291,0.7557286800912417,Priorite haute
q-fair trade handmade hat,accessories,46.8,1,1,154,101.48167532467532,1,0.3155737704918033,0.5388329923692781,1.0,1.0,accessories,0.97,True,0.6498430986070431,0.6752717159889291,0.7556534071568508,Priorite haute
a-serum anti-âge,cosmetiques et soins,60.0,1,1,193,24.965803108808288,1,0.39549180327868855,1.4032873420981122,1.0,1.0,cosmetiques et soins,0.94,True,0.41609672821185933,0.748326254990232,0.7553732844749701,Priorite haute
q-floral ornament rug,rugs & kilim,352.56,1,1,130,236.3099076923077,1,0.26639344262295084,0.49193913598882644,1.0,1.0,rugs & kilim,0.995,True,0.6702686295156542,0.6806343001261034,0.7551824115013763,Priorite haute
q-tan and red medaillon floral rug,rugs & kilim,312.0,1,1,130,236.3099076923077,1,0.26639344262295084,0.3203001208309305,1.0,1.0,rugs & kilim,0.96,True,0.7574035510734106,0.6806343001261034,0.755145903657152,Priorite haute
q-high pile black and white diamond rug,rugs & kilim,312.0,1,1,130,236.3099076923077,1,0.26639344262295084,0.3203001208309305,1.0,1.0,rugs & kilim,0.96,True,0.7574035510734106,0.6806343001261034,0.755145903657152,Priorite haute
q-handmade tunsian fiber bag with brown hand,accessories,68.64,1,1,154,101.48167532467532,1,0.3155737704918033,0.3236217267401391,1.0,1.0,accessories,0.925,True,0.7555028599166578,0.6752717159889291,0.7549693832878123,Priorite haute
a-coffret naissance,cosmetiques et soins,40.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.6021915747503376,1.0,1.0,cosmetiques et soins,0.855,True,0.6241450871165801,0.748326254990232,0.7549281203654421,Priorite haute
q-multicolor floral pattern white base rug,rugs & kilim,318.24,1,1,130,236.3099076923077,1,0.26639344262295084,0.34670612316291455,1.0,1.0,rugs & kilim,0.965,True,0.7425525010990296,0.6806343001261034,0.7549107986597138,Priorite haute
q-handmade tunsian fiber and leather pouch,accessories,31.2,1,1,154,101.48167532467532,1,0.3155737704918033,0.6925553249615202,1.0,1.0,accessories,0.99,True,0.5908226367860293,0.6752717159889291,0.7547513609747494,Priorite haute
q-appetizer dish with arabic patterns,handcrafted ceramics,21.84,1,1,262,31.49497709923664,1,0.5368852459016393,0.30655608233207987,1.0,1.0,handcrafted ceramics,0.645,True,0.7653708964525227,0.7973638311850832,0.7546369050625968,Priorite haute
q-set of ceramics handmade and olive wood bowl,olive wood,18.72,1,1,152,40.29213157894736,1,0.3114754098360656,0.5353931449689213,1.0,1.0,olive wood,0.94,True,0.6512989870227938,0.7100095718291631,0.7544268950353251,Priorite haute
q-duo bowl ceramics handmade and olive wood bowl,olive wood,18.72,1,1,152,40.29213157894736,1,0.3114754098360656,0.5353931449689213,1.0,1.0,olive wood,0.94,True,0.6512989870227938,0.7100095718291631,0.7544268950353251,Priorite haute
q-rug white golden diamond handmade tunisia,rugs & kilim,176.904,1,1,130,236.3099076923077,1,0.26639344262295084,0.25138982965652285,1.0,1.0,rugs & kilim,0.94,True,0.7991114969141763,0.6806343001261034,0.7543166982412285,Priorite haute
q-traditional floral handmade tunisian carpet,rugs & kilim,305.76,1,1,130,236.3099076923077,1,0.26639344262295084,0.2938941184989465,1.0,1.0,rugs & kilim,0.95,True,0.7728607663508861,0.6806343001261034,0.7541916251848994,Priorite haute
q-traditional decorated handmade carpet,rugs & kilim,305.76,1,1,130,236.3099076923077,1,0.26639344262295084,0.2938941184989465,1.0,1.0,rugs & kilim,0.95,True,0.7728607663508861,0.6806343001261034,0.7541916251848994,Priorite haute
q-handmade white kilim with black lines,rugs & kilim,305.76,1,1,130,236.3099076923077,1,0.26639344262295084,0.2938941184989465,1.0,1.0,rugs & kilim,0.95,True,0.7728607663508861,0.6806343001261034,0.7541916251848994,Priorite haute
a-coffret organica,cosmetiques et soins,60.0,1,1,193,24.965803108808288,1,0.39549180327868855,1.4032873420981122,1.0,1.0,cosmetiques et soins,0.935,True,0.41609672821185933,0.748326254990232,0.7541232844749701,Priorite haute
q-dark blue halfa rug with orange stripes,rugs & kilim,156.0,1,1,130,236.3099076923077,1,0.26639344262295084,0.33984993746866915,1.0,1.0,rugs & kilim,0.96,True,0.746352238437436,0.6806343001261034,0.7540407723935545,Priorite haute
a-eau de parfum,cosmetiques et soins,39.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.5621367863829488,1.0,1.0,cosmetiques et soins,0.845,True,0.6401488068887047,0.748326254990232,0.7540284923426546,Priorite haute
q-black geometric flower pattern purple base rug,rugs & kilim,340.08,1,1,130,236.3099076923077,1,0.26639344262295084,0.4391271313248584,1.0,1.0,rugs & kilim,0.98,True,0.6948656433705072,0.6806343001261034,0.7538921128868615,Priorite haute
a-masque hydra,cosmetiques et soins,65.0,1,1,193,24.965803108808288,1,0.39549180327868855,1.603561283935056,1.0,1.0,cosmetiques et soins,0.945,True,0.3840892880726,0.748326254990232,0.7534225404610441,Priorite haute
a-soin complet cheveux,cosmetiques et soins,68.0,1,1,193,24.965803108808288,1,0.39549180327868855,1.723725649037222,1.0,1.0,cosmetiques et soins,0.95,True,0.3671441726715311,0.748326254990232,0.7529780289209371,Priorite haute
q-purple halfa rug with golden stripes,rugs & kilim,156.0,1,1,130,236.3099076923077,1,0.26639344262295084,0.33984993746866915,1.0,1.0,rugs & kilim,0.955,True,0.746352238437436,0.6806343001261034,0.7527907723935545,Priorite haute
q-fiber and leather handmade pouch with brown color,accessories,24.96,1,1,154,101.48167532467532,1,0.3155737704918033,0.754044257998417,1.0,1.0,accessories,0.99,True,0.5701110422043311,0.6752717159889291,0.7526802015165796,Priorite haute
a-parfum,cosmetiques et soins,50.0,1,1,193,24.965803108808288,1,0.39549180327868855,1.0027394584242248,1.0,1.0,cosmetiques et soins,0.895,True,0.4993160721898443,0.748326254990232,0.7524452188727686,Priorite haute
a-lot soins kératine,cosmetiques et soins,95.8,1,1,193,24.965803108808288,1,0.39549180327868855,2.8372487656506284,1.0,1.0,cosmetiques et soins,0.99,True,0.2606033804614291,0.748326254990232,0.752323949699927,Priorite haute
q-olive wood soft oval spoon,olive wood,9.36,1,1,152,40.29213157894736,1,0.3114754098360656,0.7676965600750902,1.0,1.0,olive wood,0.965,True,0.5657079515714625,0.7100095718291631,0.752117791490192,Priorite haute
q-handmade tepsi tray & wall decor,handcrafted ceramics,54.6,1,1,262,31.49497709923664,1,0.5368852459016393,0.7336097465431599,1.0,1.0,handcrafted ceramics,0.71,True,0.5768310901539477,0.7973638311850832,0.7520329244327393,Priorite haute
q-olive wood heart shaped serving or decor plate gift,olive wood,18.72,1,1,152,40.29213157894736,1,0.3114754098360656,0.5353931449689213,1.0,1.0,olive wood,0.93,True,0.6512989870227938,0.7100095718291631,0.7519268950353251,Priorite haute
q-fair trade handmade brown hat,accessories,46.8,1,1,154,101.48167532467532,1,0.3155737704918033,0.5388329923692781,1.0,1.0,accessories,0.955,True,0.6498430986070431,0.6752717159889291,0.7519034071568508,Priorite haute
q-moroccan tajine– makroudh rouge,handcrafted ceramics,76.44,1,1,262,31.49497709923664,1,0.5368852459016393,1.4270536324599863,1.0,1.0,handcrafted ceramics,0.775,True,0.4120222094088753,0.7973638311850832,0.7518020363582321,Priorite haute
q-traditional handmade carpet with green decoration,rugs & kilim,305.76,1,1,130,236.3099076923077,1,0.26639344262295084,0.2938941184989465,1.0,1.0,rugs & kilim,0.94,True,0.7728607663508861,0.6806343001261034,0.7516916251848994,Priorite haute
q-tunisian handicrafts kilim multi-color,rugs & kilim,280.8,1,1,130,236.3099076923077,1,0.26639344262295084,0.18827010917101064,1.0,1.0,rugs & kilim,0.91,True,0.8415595008929778,0.6806343001261034,0.7510614986391086,Priorite haute
q-small rustic serving olive wood bowl,olive wood,59.28,1,1,152,40.29213157894736,1,0.3114754098360656,0.47125498715781056,1.0,1.0,olive wood,0.915,True,0.6796918336581567,0.7100095718291631,0.7510161796988615,Priorite haute
q-black geometric flower pattern brown base rug,rugs & kilim,361.92,1,1,130,236.3099076923077,1,0.26639344262295084,0.5315481394868025,1.0,1.0,rugs & kilim,0.985,True,0.6529340960415937,0.6806343001261034,0.7509489581539702,Priorite haute
q-handmade tunisian fiber and leather pouch,accessories,37.44,1,1,154,101.48167532467532,1,0.3155737704918033,0.6310663919246233,1.0,1.0,accessories,0.965,True,0.6130958279509526,0.6752717159889291,0.7507286800912417,Priorite haute
q-natural handmade hat with red design,accessories,78.0,1,1,154,101.48167532467532,1,0.3155737704918033,0.23138832718479385,1.0,1.0,accessories,0.885,True,0.812091505111312,0.6752717159889291,0.7506282478072777,Priorite haute
q-tan and brown medaillon floral rug,rugs & kilim,305.76,1,1,130,236.3099076923077,1,0.26639344262295084,0.2938941184989465,1.0,1.0,rugs & kilim,0.935,True,0.7728607663508861,0.6806343001261034,0.7504416251848994,Priorite haute
q-olive wood large bowl smooth,accessories,99.84,1,1,154,101.48167532467532,1,0.3155737704918033,0.016177061555654897,1.0,1.0,accessories,0.815,True,0.9840804696664874,0.6752717159889291,0.7503271442627952,Priorite haute
q-warm grey halfa rug,rugs & kilim,156.0,1,1,130,236.3099076923077,1,0.26639344262295084,0.33984993746866915,1.0,1.0,rugs & kilim,0.945,True,0.746352238437436,0.6806343001261034,0.7502907723935544,Priorite haute
q-tunisian handmade palm fiber and leather bag with small brown hand,accessories,93.6,1,1,154,101.48167532467532,1,0.3155737704918033,0.07766599459255183,1.0,1.0,accessories,0.835,True,0.9279312932000643,0.6752717159889291,0.7497122266161529,Priorite moyenne
q-olive wood large crepe spreader stick,olive wood,12.48,1,1,152,40.29213157894736,1,0.3114754098360656,0.6902620883730339,1.0,1.0,olive wood,0.945,True,0.5916242261355767,0.7100095718291631,0.7497094189466034,Priorite moyenne
q-olive wood cheese board natural shape with handle,olive wood,18.72,1,1,152,40.29213157894736,1,0.3114754098360656,0.5353931449689213,1.0,1.0,olive wood,0.92,True,0.6512989870227938,0.7100095718291631,0.7494268950353251,Priorite moyenne
q-natural color palm fiber storage box,accessories,46.8,1,1,154,101.48167532467532,1,0.3155737704918033,0.5388329923692781,1.0,1.0,accessories,0.945,True,0.6498430986070431,0.6752717159889291,0.7494034071568508,Priorite moyenne
q-handmade traditional multi color floral carpet,rugs & kilim,305.76,1,1,130,236.3099076923077,1,0.26639344262295084,0.2938941184989465,1.0,1.0,rugs & kilim,0.93,True,0.7728607663508861,0.6806343001261034,0.7491916251848995,Priorite moyenne
q-handmade tunisian dinnerware set traditional floral design,handcrafted ceramics,374.4,1,1,262,31.49497709923664,1,0.5368852459016393,10.887609504610975,1.0,1.0,handcrafted ceramics,0.895,True,0.08412120196344935,0.7973638311850832,0.7490119356136895,Priorite moyenne
q-palm fiber and leather bag with shoulder strap,accessories,31.2,1,1,154,101.48167532467532,1,0.3155737704918033,0.6925553249615202,1.0,1.0,accessories,0.965,True,0.5908226367860293,0.6752717159889291,0.7485013609747494,Priorite moyenne
q-olive wood pizza roll – handcrafted rolling pin from tunisia,olive wood,18.72,1,1,152,40.29213157894736,1,0.3114754098360656,0.5353931449689213,1.0,1.0,olive wood,0.915,True,0.6512989870227938,0.7100095718291631,0.7481768950353251,Priorite moyenne
q-fiber and leather handmade bag,accessories,40.56,1,1,154,101.48167532467532,1,0.3155737704918033,0.6003219254061749,1.0,1.0,accessories,0.95,True,0.624874273184873,0.6752717159889291,0.7481565246146338,Priorite moyenne
q-tunisian handmade couffin natural colors,accessories,78.0,1,1,154,101.48167532467532,1,0.3155737704918033,0.23138832718479385,1.0,1.0,accessories,0.875,True,0.812091505111312,0.6752717159889291,0.7481282478072777,Priorite moyenne
q-handmade brown decorated kairouan carpet,rugs & kilim,305.76,1,1,130,236.3099076923077,1,0.26639344262295084,0.2938941184989465,1.0,1.0,rugs & kilim,0.925,True,0.7728607663508861,0.6806343001261034,0.7479416251848994,Priorite moyenne
a-crème anti-rides,cosmetiques et soins,100.0,1,1,193,24.965803108808288,1,0.39549180327868855,3.0054788767936613,1.0,1.0,cosmetiques et soins,0.975,True,0.24965803859150248,0.748326254990232,0.7474794155129344,Priorite moyenne
q-olive wood small crepe spreader stick,olive wood,6.24,1,1,152,40.29213157894736,1,0.3114754098360656,0.8451310317771464,1.0,1.0,olive wood,0.955,True,0.5419669295989485,0.7100095718291631,0.7472436892929405,Priorite moyenne
q-simple & modern set of ceramics products,handcrafted ceramics,15.6,1,1,262,31.49497709923664,1,0.5368852459016393,0.5046829068797446,1.0,1.0,handcrafted ceramics,0.655,True,0.6645918521621917,0.7973638311850832,0.7470590006335637,Priorite moyenne
q-big palm fiber storage box,accessories,46.8,1,1,154,101.48167532467532,1,0.3155737704918033,0.5388329923692781,1.0,1.0,accessories,0.935,True,0.6498430986070431,0.6752717159889291,0.7469034071568509,Priorite moyenne
a-soin elixir jeunesse,cosmetiques et soins,52.0,1,1,193,24.965803108808288,1,0.39549180327868855,1.0828490351590023,1.0,1.0,cosmetiques et soins,0.88,True,0.48011160824416693,0.748326254990232,0.7467747724782008,Priorite moyenne
q-white kilim with multi color patterns,rugs & kilim,305.76,1,1,130,236.3099076923077,1,0.26639344262295084,0.2938941184989465,1.0,1.0,rugs & kilim,0.92,True,0.7728607663508861,0.6806343001261034,0.7466916251848994,Priorite moyenne
q-multi color handmade area rug,rugs & kilim,305.76,1,1,130,236.3099076923077,1,0.26639344262295084,0.2938941184989465,1.0,1.0,rugs & kilim,0.92,True,0.7728607663508861,0.6806343001261034,0.7466916251848994,Priorite moyenne
q-natural olive wood saucer set,olive wood,15.6,1,1,152,40.29213157894736,1,0.3114754098360656,0.6128276166709776,1.0,1.0,olive wood,0.92,True,0.6200290655141996,0.7100095718291631,0.7462999028844657,Priorite moyenne
a-eau de senteur,cosmetiques et soins,50.0,1,1,193,24.965803108808288,1,0.39549180327868855,1.0027394584242248,1.0,1.0,cosmetiques et soins,0.87,True,0.4993160721898443,0.748326254990232,0.7461952188727685,Priorite moyenne
q-natural tunisian handmade couffin with kamel design,accessories,171.6,1,1,154,101.48167532467532,1,0.3155737704918033,0.6909456683686587,1.0,1.0,accessories,0.955,True,0.5913850567208057,0.6752717159889291,0.746057602968227,Priorite moyenne
q-set of handpainted ceramics,handcrafted ceramics,15.6,1,1,262,31.49497709923664,1,0.5368852459016393,0.5046829068797446,1.0,1.0,handcrafted ceramics,0.65,True,0.6645918521621917,0.7973638311850832,0.7458090006335637,Priorite moyenne
a-coffret soins,cosmetiques et soins,75.0,1,1,193,24.965803108808288,1,0.39549180327868855,2.0041091676089433,1.0,1.0,cosmetiques et soins,0.935,True,0.3328773836790787,0.748326254990232,0.745801350021692,Priorite moyenne
q-tunisian handmade table & chair set with vegetal fiber,accessories,37.44,1,1,154,101.48167532467532,1,0.3155737704918033,0.6310663919246233,1.0,1.0,accessories,0.945,True,0.6130958279509526,0.6752717159889291,0.7457286800912417,Priorite moyenne
q-small grey rug,rugs & kilim,93.6,1,1,130,236.3099076923077,1,0.26639344262295084,0.6039099607885091,1.0,1.0,rugs & kilim,0.975,True,0.6234763948397597,0.6806343001261034,0.7455031880337868,Priorite moyenne
q-sample rug kilim abstract black white,rugs & kilim,93.6,1,1,130,236.3099076923077,1,0.26639344262295084,0.6039099607885091,1.0,1.0,rugs & kilim,0.975,True,0.6234763948397597,0.6806343001261034,0.7455031880337868,Priorite moyenne
q-olive wood medium serving bowl flat edge,olive wood,68.64,1,1,152,40.29213157894736,1,0.3114754098360656,0.7035584022639795,1.0,1.0,olive wood,0.93,True,0.5870065849641721,0.7100095718291631,0.745497654829463,Priorite moyenne
